Date,Close,High,Low,Open,Volume
2015-01-02,60.97483444213867,61.37286907291136,60.39274153178661,60.597512862588964,8389600
2015-01-05,59.628883361816406,60.62511074499649,59.55985625250927,60.62280773494128,12751200
2015-01-06,59.2446403503418,59.999290245600065,58.637239129507456,59.77151698196551,11070000
2015-01-07,60.03841018676758,60.08212524321519,59.23314317843737,59.46091645681202,9346800
2015-01-08,60.84368896484375,60.997836175717744,60.42494835438082,60.55609354909269,10443200
2015-01-09,59.941776275634766,60.84827743087523,59.7669160462875,60.65040816797628,10523600
2015-01-12,59.824440002441406,60.279993627011144,59.621978746226674,60.059122333903915,6425600
2015-01-13,59.99930953979492,61.15659328531423,59.61507895058072,60.2846019634733,10284000
2015-01-14,58.79830551147461,59.49773951088536,58.46699503919437,59.046791876370925,12225200
2015-01-15,58.239234924316406,59.23776556634796,58.06207512954083,59.062905271514474,10569200
2015-01-16,58.6579475402832,58.69246108908069,57.864185067537576,57.95621417629327,11137200
2015-01-20,59.0927848815918,59.74850361694293,58.499187718492415,58.95013872596968,14933200
2015-01-21,59.19404983520508,59.734730723982096,58.55443778971268,58.936365417074875,9784000
2015-01-22,59.26766586303711,59.58977133082108,58.29444042905196,58.77299963167836,11566000
2015-01-23,59.4264030456543,59.96937968448701,59.40109100428731,59.47931609523589,6166800
2015-01-26,59.02147674560547,59.19633699166527,58.393369389291266,59.115808877223415,8552400
2015-01-27,57.74685287475586,58.39106371818756,57.19236813887962,58.39106371818756,11027600
2015-01-28,56.68159103393555,58.21159685259464,56.66778701919768,58.10116122400639,11430800
2015-01-29,57.05891418457031,57.24297590020597,56.407797928036736,56.95077805828505,15668400
2015-01-30,58.64875793457031,60.65272079645224,58.64875793457031,59.91187473537586,22151600
2015-02-02,58.74769973754883,58.97087409830786,57.450069145338084,58.97087409830786,13665200
2015-02-03,59.771514892578125,59.92336607014989,58.6096290513699,59.06287606390986,15075600
2015-02-04,60.94492721557617,61.368266853495335,59.612783194155966,59.725518357880276,22170800
2015-02-05,62.53474426269531,62.53474426269531,61.17729530743948,61.48789976008108,16565600
2015-02-06,61.527015686035156,62.68429935313125,61.20950922500675,62.52324311246187,11242000
2015-02-09,61.076053619384766,61.73867449751628,61.034641569844446,61.524705220186355,7834400
2015-02-10,60.866703033447266,61.63055829406529,60.65503669751022,61.37287387394688,9396800
2015-02-11,61.30924987792969,61.38070263359401,60.90819156753817,61.076455139919176,8795600
2015-02-12,62.443267822265625,62.443267822265625,61.55586256225526,61.684938923623946,11641600
2015-02-13,62.14824295043945,62.86738477826172,61.95232118774985,62.86738477826172,8476000
2015-02-17,62.434051513671875,62.69220425890781,62.2035569862634,62.57465683314111,6810400
2015-02-18,62.030696868896484,62.46402778117971,61.80711685709657,62.434062361948385,6429200
2015-02-19,62.02608108520508,62.24966106663747,61.77253568861139,62.24966106663747,5654800
2015-02-20,62.925018310546875,62.925018310546875,61.55587998677332,62.012261772743216,9034800
2015-02-23,62.92733383178711,62.99878659600412,62.291166476423186,62.91580488115198,6654800
2015-02-24,62.80284118652344,63.111702994509784,62.50320112875391,63.111702994509784,9045200
2015-02-25,62.92733383178711,63.20853752888335,62.52396827643562,62.52396827643562,6842800
2015-02-26,63.09787368774414,63.270744574559885,62.6991156432008,62.971104517733025,13459600
2015-02-27,62.53546905517578,63.1992944130636,62.53546905517578,63.03333807359164,7965200
2015-03-02,64.14431762695312,64.14431762695312,63.25691237780006,63.78013237072754,11653600
2015-03-03,63.45515441894531,64.22731266096767,63.04026699279351,64.22731266096767,8807200
2015-03-04,63.09787368774414,63.42056460297331,62.75213191411267,63.42056460297331,8021200
2015-03-05,63.185482025146484,63.41828380807573,63.09789295694988,63.38601118963001,6756000
2015-03-06,62.08138656616211,63.266131649269155,62.060642905665745,63.01719365504516,11590800
2015-03-09,62.560821533203125,62.74290712725959,62.021458202404155,62.353370851757035,8902000
2015-03-10,61.12715530395508,62.201253678790934,61.12715530395508,62.15055163236062,11125600
2015-03-11,61.0234260559082,61.62962778770419,60.63158254614461,61.22626236523832,12105200
2015-03-12,62.13672637939453,62.23353719894625,61.3807044310839,61.40375529613302,9530800
2015-03-13,61.08795166015625,61.966135064890395,60.965789867307315,61.966135064890395,12578800
2015-03-16,62.00763702392578,62.245046112655174,61.45675874524241,61.51668957502447,9849600
2015-03-17,60.9658088684082,61.855514460764404,60.88283420625778,61.786368908972385,14290800
2015-03-18,61.696475982666016,61.76792872660077,59.70039244268675,60.871301598831984,50658000
2015-03-19,61.597373962402344,61.947730252321556,60.6200791202843,61.61581746931224,15407500
2015-03-20,62.150550842285156,62.41791831735695,61.569700102439626,62.00303096101166,15372000
2015-03-23,61.84629821777344,62.88813103250956,61.83707646638347,62.722174678166745,8128000
2015-03-24,61.86473083496094,62.40870158693841,61.62501455269282,61.86473083496094,6534800
2015-03-25,60.60161590576172,62.1689756629018,60.60161590576172,61.864721240379176,13054300
2015-03-26,60.47254180908203,61.12715246751042,59.94701455948667,60.159072623139295,9487200
2015-03-27,60.426448822021484,60.675379827612986,60.066877906092074,60.40800531989764,6521100
2015-03-30,60.537086486816406,61.14558838576575,60.3895666118379,60.86899213724845,11237100
2015-03-31,60.30660629272461,61.044184740536124,60.28816278690085,60.361922741922946,7400500
2015-04-01,60.09453582763672,60.4080050208397,59.42148868614941,60.343466831995855,7633000
2015-04-02,60.19593811035156,60.500192506429336,59.753385622044526,59.91934192589302,5083000
2015-04-06,60.112979888916016,60.51865257525562,59.38462325173122,59.67965601430478,8351200
2015-04-07,60.666160583496094,61.02573147259267,60.21438625893104,60.278924443278264,6660800
2015-04-08,61.31153106689453,61.6250001801759,60.666149343001564,60.749123978587846,6604200
2015-04-09,61.2562370300293,61.60658623187737,60.629291540208236,61.37609166994516,5408500
2015-04-10,61.164039611816406,61.486737657664506,60.786032150707534,61.486737657664506,4628500
2015-04-13,60.49099349975586,61.58814986735452,60.39879708165233,61.05340079456393,5059800
2015-04-14,60.41722869873047,60.79524312696826,59.81794147799033,60.40800694742009,5621800
2015-04-15,60.5555419921875,60.76760012060439,60.20519273016939,60.48178203150884,5347100
2015-04-16,60.52787399291992,60.8597867282478,60.251277702101405,60.41723406976534,4121300
2015-04-17,59.48604202270508,60.389583930734744,59.32930738619219,60.02079117165862,11212900
2015-04-20,59.67042541503906,60.12219272703094,59.54134904018424,59.92857816474871,5948900
2015-04-21,60.25127029418945,60.69382289825994,59.91935759967035,59.9562375695208,9619700
2015-04-22,62.70370864868164,64.52000593879319,60.656916921431716,60.6845751284272,20912400
2015-04-23,62.436378479003906,62.897367679783166,62.25197857821002,62.87892417263529,7193400
2015-04-24,62.21509552001953,62.860477482558146,62.058353871286585,62.814375756318604,6219900
2015-04-27,61.86473083496094,63.256919774490385,61.70799624176577,63.05408346135081,7122400
2015-04-28,61.56048583984375,62.23353307029042,61.22858013487395,62.05835494850239,6297500
2015-04-29,62.08597946166992,63.118597093135094,61.5696741630034,61.64343407256494,9812400
2015-04-30,60.89665985107422,62.23352535996764,60.31580911253474,61.93849263221912,11780600
2015-05-01,60.63847732543945,61.45904404580295,60.066855586434535,60.131393751616784,10142800
2015-05-04,60.46333312988281,60.979638680230345,60.3619149633309,60.896664017125445,7426400
2015-05-05,60.81368637084961,61.21013731174244,60.48177362804928,60.63850824711165,8099800
2015-05-06,60.54631042480469,61.449852211323446,60.140644775099176,60.988863083007644,7084600
2015-05-07,61.38529968261719,61.56969247723753,60.42644167549612,60.463321641247035,6660300
2015-05-08,64.04981994628906,64.68598708833598,61.78175465681338,61.90160927792503,18359000
2015-05-11,63.634925842285156,64.26187123633335,63.42287481681671,63.89308562088654,10998500
2015-05-12,63.33064270019531,63.61645350123554,62.6668177121128,63.20156640074935,7438200
2015-05-13,63.40454864501953,63.616970713056915,62.97969746250184,63.496906372272434,5129800
2015-05-14,64.65141296386719,64.6791195848491,63.589281198743265,63.6908768399735,6491100
2015-05-15,64.2542953491211,65.28872092891685,64.01415945540198,64.74379798314436,7121000
2015-05-18,64.65141296386719,64.87307297816733,63.847885723167565,64.41127717128256,5553800
2015-05-19,64.79920959472656,65.16864070906529,64.65143151183361,64.78073381114153,4351000
2015-05-20,64.44820404052734,64.9469442210202,64.17113086010434,64.88229310761055,4870100
2015-05-21,64.06954193115234,64.53133765981339,63.98641503584268,64.23578867532807,6483800
2015-05-22,64.30046081542969,64.51288297404656,64.00491173432879,64.00491173432879,4511700
2015-05-26,63.30297088623047,64.18961800154167,63.09054171183277,64.01413333775423,6228100
2015-05-27,64.18038177490234,64.41127968736424,63.26602801455788,63.58928368271552,7064800
2015-05-28,64.24502563476562,64.44821690215815,63.54310113379325,64.17114366644094,3893900
2015-05-29,63.43227767944336,64.28198034481625,63.284499626450476,64.03261368844751,6678100
2015-06-01,63.82942581176758,64.1434436215491,63.20138314575875,63.8478945461594,6309400
2015-06-02,63.76475524902344,64.15266197110769,62.81345717257908,63.47844415126273,4457400
2015-06-03,63.681636810302734,64.18961499937924,63.6262235702015,63.967954992529755,4906400
2015-06-04,62.99818801879883,63.86636645798197,62.83194123356047,63.386094835539886,6460000
2015-06-05,63.14595031738281,63.45073014224684,62.8042189423006,63.07206130983364,4413100
2015-06-08,62.50867462158203,63.07206601489614,62.45326138500822,62.97970827179175,4864300
2015-06-09,62.758033752441406,62.887335986664766,62.37012704977135,62.4994292839947,4439700
2015-06-10,64.30970001220703,64.34664453294879,62.90584345625457,63.007439126682684,6807800
2015-06-11,64.31890869140625,64.66987090938134,64.11571744283617,64.37432192412767,5238700
2015-06-12,64.03260803222656,64.41127692829224,63.74628984145566,64.12496578396613,4900700
2015-06-15,63.3306999206543,63.718606849676895,62.961261730250556,63.46924012286163,5995100
2015-06-16,63.737064361572266,63.884835367499946,63.072077218784266,63.219848224711946,5937400
2015-06-17,63.4969367980957,64.10651077365164,63.27527673718731,63.82943041268143,7818300
2015-06-18,64.18961334228516,64.50363109001167,63.61698403905846,63.63545981624495,7596800
2015-06-19,63.44147491455078,64.03257265484194,63.24752162912158,63.977152397261534,8728800
2015-06-22,63.810916900634766,64.13417947944463,63.63543935245921,64.0233459913005,5511700
2015-06-23,64.11572265625,64.27273152602326,63.810935758611876,63.820173646964484,3888700
2015-06-24,63.59850311279297,64.09724330452504,63.506145383904,63.8294009582369,4670600
2015-06-25,63.37685775756836,64.07878229601752,63.275262118447756,64.07878229601752,4705100
2015-06-26,63.4969367980957,63.9217881841894,63.182918965679335,63.45075438911857,7025600
2015-06-29,61.62205123901367,63.25680576294008,61.59434461010002,62.795009823854485,9706700
2015-06-30,62.019187927246094,62.32397489837712,61.65898770552613,62.19466556959306,6811000
2015-07-01,62.665679931640625,63.081300321679564,62.37013094262,62.7488068282259,6260800
2015-07-02,63.02589416503906,63.09978319046265,62.45327183411946,62.942774296271494,5053000
2015-07-06,62.915042877197266,62.915042877197266,62.21311150520975,62.388596109817264,5270600
2015-07-07,62.59177780151367,62.98892233285989,61.44652658994592,62.90580250014294,6500700
2015-07-08,61.63125991821289,62.17617548575501,61.55737091183459,61.88986439409346,5973500
2015-07-09,61.926822662353516,62.74881866330547,61.89910899396885,62.480976240480835,4837800
2015-07-10,63.19213104248047,63.30296456324064,62.72110443374914,62.785755559248194,5110200
2015-07-13,64.20808410644531,64.28197312464252,63.570810702217116,63.77400197903712,6832300
2015-07-14,64.74376678466797,64.92848932407227,64.16190664004425,64.62370241888846,5635400
2015-07-15,64.66988372802734,64.91001952815849,64.36510384120342,64.77147937245033,4506200
2015-07-16,65.17787170410156,65.1963404392855,64.62371804478407,65.04856941847568,6512500
2015-07-17,65.46418762207031,65.53807666102651,64.91003392279198,65.02086748122629,6287600
2015-07-20,67.14510345458984,67.4221837405947,65.78742978321033,65.84284302183354,10198500
2015-07-21,66.51705932617188,67.31134861089383,66.27693060023768,67.27440410387837,10919600
2015-07-22,66.47087860107422,66.63712534597568,66.14762299888906,66.44317198466459,6303200
2015-07-23,66.26769256591797,66.72948833292786,65.75971440362942,66.68330593764918,10755700
2015-07-24,69.08466339111328,71.04267332542251,68.7152252942705,70.91337104849437,21196100
2015-07-27,68.21646118164062,69.00151246021059,67.95785671777693,68.60436787743616,10293800
2015-07-28,69.02924346923828,69.43562608260486,68.20724739870727,68.62286790231735,10054300
2015-07-29,70.20218658447266,70.5900932940211,68.96457040381942,69.22317487685171,13746900
2015-07-30,70.54391479492188,70.8948840674899,69.49102107010542,70.09135694215362,6507000
2015-07-31,69.58338928222656,70.66399683313773,69.56492055025866,70.60857654434429,8526300
2015-08-03,69.98055267333984,70.22992642347988,69.2786279277493,69.8143058553954,5810800
2015-08-04,69.51875305175781,70.26686721604331,69.29709298840666,69.75888889748195,6957900
2015-08-05,69.25090026855469,70.34996946510336,69.19547998177248,70.23914298442813,6976400
2015-08-06,67.95790100097656,69.65730689742703,67.93019436842866,69.54648036723542,7767800
2015-08-07,68.53974151611328,68.63209927992976,67.71774543918885,68.05023902608475,6484600
2015-08-10,68.69672393798828,69.43559985658922,68.20722163665343,69.16775751225745,6183500
2015-08-11,67.75467681884766,68.5951414670217,67.62537456528241,68.17029019867245,6476000
2015-08-12,68.0322036743164,68.30048489685211,66.96833180784422,67.41238519017654,7625100
2015-08-13,68.39300537109375,68.85555781995602,67.88419485414916,67.93045292223148,5992000
2015-08-14,68.66127014160156,68.82778926550313,67.94893558902707,68.31897887080707,3861500
2015-08-17,68.8370590209961,68.8648110387274,67.99521017386529,68.45776262402764,3473500
2015-08-18,68.8925552368164,69.13308445983687,68.46700787792759,68.69828407675779,6325500
2015-08-19,68.82781219482422,69.34586872710862,68.152482451247,68.64278696330058,5886900
2015-08-20,68.41151428222656,68.94807689461837,67.35689511055509,68.05072388444376,12082300
2015-08-21,65.85822296142578,68.10622824877379,65.64544571963152,67.07010817471537,15752200
2015-08-24,63.24017333984375,64.16527826633885,55.506295589705545,59.35473547176055,20950600
2015-08-25,61.95427322387695,66.42253136421698,61.61198188689783,66.32076926560129,14485000
2015-08-26,65.3956527709961,65.67317994310248,62.81460983987128,64.17451486295745,12220000
2015-08-27,66.97764587402344,67.06090198897037,65.49747834722642,66.55209815119402,9122200
2015-08-28,67.03309631347656,67.22736748423364,66.23750558104861,66.70005800418161,6411400
2015-08-31,65.95999145507812,66.68157224912164,65.51593793520989,66.52430608795652,8313300
2015-09-01,63.79526138305664,65.11816225976331,63.36971378706621,64.21156300769472,11491500
2015-09-02,64.40582275390625,64.71110208776815,63.55472065619266,64.70185611806988,9218000
2015-09-03,65.12740325927734,65.75647503671665,64.7481067640896,65.17365428147617,9035200
2015-09-04,63.980255126953125,64.6740837678487,63.499196650124496,64.10051621716532,9469400
2015-09-08,65.24766540527344,65.69171898486607,64.34106630651044,65.45118966850372,7984900
2015-09-09,64.38729095458984,66.03397632548129,64.23002483669332,65.4511628578704,9022200
2015-09-10,64.97013092041016,65.35867334840957,64.25779607775316,64.29480112679948,7244200
2015-09-11,65.46041870117188,65.50666970713908,64.25777961819063,64.62782295587637,6452100
2015-09-14,64.7665786743164,65.49741219648544,64.39653540185269,65.42340213039503,7059300
2015-09-15,65.22915649414062,65.45117972119763,64.30405148041345,65.2014044730074,6962600
2015-09-16,65.67320251464844,65.78421765643954,64.80360860692035,65.17364496357516,8207600
2015-09-17,65.64544677734375,66.90359008111845,65.21989934488917,65.95998613228276,7663300
2015-09-18,64.56304931640625,65.50665288002526,64.48903925628262,64.59080132445565,14508100
2015-09-21,65.47892761230469,65.97848513516715,64.96087109585059,65.33091448959952,12756500
2015-09-22,64.98860931396484,65.11812341557417,64.11900858202571,64.75733312423543,11394000
2015-09-23,65.63617706298828,65.82120224178777,64.66482134174929,64.90535054519418,10655800
2015-09-24,64.97937774658203,65.34016815705517,64.42431611954576,65.08113986830436,8406700
2015-09-25,65.3956527709961,66.10798027652336,64.95159941444174,65.85820511582874,7756600
2015-09-28,62.16706466674805,65.01639028728869,62.009798481599375,64.93313420973668,15261200
2015-09-29,63.3974494934082,63.554715661825796,62.16705805298251,62.46309139388275,11326700
2015-09-30,64.44280242919922,64.44280242919922,63.14765432426356,64.12826313351987,9309200
2015-10-01,64.7480697631836,65.46965023065859,63.81371918760089,64.84057881270817,8679900
2015-10-02,65.37715148925781,65.43266257411553,63.24016175894871,63.64721011062251,7460400
2015-10-05,66.82034301757812,66.92209808300093,65.60845056364013,65.73796471016914,7286800
2015-10-06,66.68156433105469,67.10711174731841,66.45028810104242,66.81107845522233,5782500
2015-10-07,67.73617553710938,67.74542856147646,67.0238408786255,67.23661809113084,6208900
2015-10-08,68.36526489257812,68.39301691491559,67.37540276725707,67.532668932497,5713100
